beat,stage,boundary,res0r,res0i,res1r,res1i
1163,2,upper,0,0,0,0
1163,2,lower,2,2,0,-1
1163,3,upper,0,0,0,0
1163,3,lower,0,0,0,0
1163,4,upper,0,0,0,0
1163,4,lower,0,0,0,0
1163,5,upper,0,0,0,0
1163,5,lower,0,0,0,0
1163,6,upper,0,0,0,0
1163,6,lower,0,0,0,0
1163,7,upper,0,0,0,0
1163,7,lower,0,0,0,0
1163,8,upper,0,0,0,0
1163,8,lower,0,0,0,0
1164,1,upper,0,0,0,0
1164,1,lower,0,0,0,0
1164,2,upper,0,0,0,0
1164,2,lower,2,2,-1,0
1164,3,upper,0,0,0,0
1164,3,lower,0,0,0,0
1164,4,upper,0,0,0,0
1164,4,lower,0,0,0,0
1164,5,upper,0,0,0,0
1164,5,lower,0,0,0,0
1164,6,upper,0,0,0,0
1164,6,lower,0,0,0,0
1164,7,upper,0,0,0,0
1164,7,lower,0,0,0,0
1164,8,upper,0,0,0,0
1164,8,lower,0,0,0,0
1165,1,upper,0,0,0,0
1165,1,lower,0,0,0,0
1165,2,upper,0,0,0,0
1165,2,lower,2,2,-1,-1
1165,3,upper,0,0,0,0
1165,3,lower,0,0,0,0
1165,4,upper,0,0,0,0
1165,4,lower,0,0,0,0
1165,5,upper,0,0,0,0
1165,5,lower,0,0,0,0
1165,6,upper,0,0,0,0
1165,6,lower,0,0,0,0
1165,7,upper,0,0,0,0
1165,7,lower,0,0,0,0
1165,8,upper,0,0,0,0
1165,8,lower,0,0,0,0
1166,1,upper,0,0,0,0
1166,1,lower,0,0,0,0
1166,2,upper,0,0,0,0
1166,2,lower,2,2,-1,0
1166,3,upper,0,0,0,0
1166,3,lower,0,0,0,0
1166,4,upper,0,0,0,0
1166,4,lower,0,0,0,0
1166,5,upper,0,0,0,0
1166,5,lower,0,0,0,0
1166,6,upper,0,0,0,0
1166,6,lower,0,0,0,0
1166,7,upper,0,0,0,0
1166,7,lower,0,0,0,0
1166,8,upper,0,0,0,0
1166,8,lower,0,0,0,0
1167,1,upper,0,0,0,0
1167,1,lower,0,0,0,0
1167,2,upper,0,0,0,0
1167,2,lower,2,2,-1,-1
1167,3,upper,0,0,0,0
1167,3,lower,0,0,0,0
1167,4,upper,0,0,0,0
1167,4,lower,0,0,0,0
1167,5,upper,0,0,0,0
1167,5,lower,0,0,0,0
1167,6,upper,0,0,0,0
1167,6,lower,0,0,0,0
1167,7,upper,0,0,0,0
1167,7,lower,0,0,0,0
1167,8,upper,0,0,0,0
1167,8,lower,0,0,0,0
1168,1,upper,0,0,0,0
1168,1,lower,0,0,0,0
1168,2,upper,0,0,0,0
1168,2,lower,2,2,0,0
1168,3,upper,0,0,0,0
1168,3,lower,0,0,0,0
1168,4,upper,0,0,0,0
1168,4,lower,0,0,0,0
1168,5,upper,0,0,0,0
1168,5,lower,0,0,0,0
1168,6,upper,0,0,0,0
1168,6,lower,0,0,0,0
1168,7,upper,0,0,0,0
1168,7,lower,0,0,0,0
1168,8,upper,0,0,0,0
1168,8,lower,0,0,0,0
1169,1,upper,0,0,0,0
1169,1,lower,0,0,0,0
1169,2,upper,0,0,0,0
1169,2,lower,1,1,0,1
1169,3,upper,0,0,0,0
1169,3,lower,0,0,0,0
1169,4,upper,0,0,0,0
1169,4,lower,0,0,0,0
1169,5,upper,0,0,0,0
1169,5,lower,0,0,0,0
1169,6,upper,0,0,0,0
1169,6,lower,0,0,0,0
1169,7,upper,0,0,0,0
1169,7,lower,0,0,0,0
1169,8,upper,0,0,0,0
1169,8,lower,0,0,0,0
1170,1,upper,0,0,0,0
1170,1,lower,0,0,0,0
1170,2,upper,0,0,0,0
1170,2,lower,2,2,-1,0
1170,3,upper,0,0,0,0
1170,3,lower,0,0,0,0
1170,4,upper,0,0,0,0
1170,4,lower,0,0,0,0
1170,5,upper,0,0,0,0
1170,5,lower,0,0,0,0
1170,6,upper,0,0,0,0
1170,6,lower,0,0,0,0
1170,7,upper,0,0,0,0
1170,7,lower,0,0,0,0
1170,8,upper,0,0,0,0
1170,8,lower,0,0,0,0
1171,1,upper,0,0,0,0
1171,1,lower,0,0,0,0
1171,2,upper,0,0,0,0
1171,2,lower,2,2,0,-1
1171,3,upper,0,0,0,0
1171,3,lower,0,0,0,0
1171,4,upper,0,0,0,0
1171,4,lower,0,0,0,0
1171,5,upper,0,0,0,0
1171,5,lower,0,0,0,0
1171,6,upper,0,0,0,0
1171,6,lower,0,0,0,0
1171,7,upper,0,0,0,0
1171,7,lower,0,0,0,0
1171,8,upper,0,0,0,0
1171,8,lower,0,0,0,0
1172,1,upper,0,0,0,0
1172,1,lower,0,0,0,0
1172,2,upper,0,0,0,0
1172,2,lower,2,2,0,0
1172,3,upper,0,0,0,0
1172,3,lower,0,0,0,0
1172,4,upper,0,0,0,0
1172,4,lower,0,0,0,0
1172,5,upper,0,0,0,0
1172,5,lower,0,0,0,0
1172,6,upper,0,0,0,0
1172,6,lower,0,0,0,0
1172,7,upper,0,0,0,0
1172,7,lower,0,0,0,0
1172,8,upper,0,0,0,0
1172,8,lower,0,0,0,0
1173,1,upper,0,0,0,0
1173,1,lower,0,0,0,0
1173,2,upper,0,0,0,0
1173,2,lower,2,2,0,-1
1173,3,upper,0,0,0,0
1173,3,lower,0,0,0,0
1173,4,upper,0,0,0,0
1173,4,lower,0,0,0,0
1173,5,upper,0,0,0,0
1173,5,lower,0,0,0,0
1173,6,upper,0,0,0,0
1173,6,lower,0,0,0,0
1173,7,upper,0,0,0,0
1173,7,lower,0,0,0,0
1173,8,upper,0,0,0,0
1173,8,lower,0,0,0,0
1174,1,upper,0,0,0,0
1174,1,lower,0,0,0,0
1174,2,upper,0,0,0,0
1174,2,lower,2,2,0,0
1174,3,upper,0,0,0,0
1174,3,lower,0,0,0,0
1174,4,upper,0,0,0,0
1174,4,lower,0,0,0,0
1174,5,upper,0,0,0,0
1174,5,lower,0,0,0,0
1174,6,upper,0,0,0,0
1174,6,lower,0,0,0,0
1174,7,upper,0,0,0,0
1174,7,lower,0,0,0,0
1174,8,upper,0,0,0,0
1174,8,lower,0,0,0,0
1175,1,upper,0,0,0,0
1175,1,lower,0,0,0,0
1175,2,upper,0,0,0,0
1175,2,lower,2,2,-1,-1
1175,3,upper,0,0,0,0
1175,3,lower,0,0,0,0
1175,4,upper,0,0,0,0
1175,4,lower,0,0,0,0
1175,5,upper,0,0,0,0
1175,5,lower,0,0,0,0
1175,6,upper,0,0,0,0
1175,6,lower,0,0,0,0
1175,7,upper,0,0,0,0
1175,7,lower,0,0,0,0
1175,8,upper,0,0,0,0
1175,8,lower,0,0,0,0
1176,1,upper,0,0,0,0
1176,1,lower,0,0,0,0
1176,2,upper,0,0,0,0
1176,2,lower,2,2,-1,-1
1176,3,upper,0,0,0,0
1176,3,lower,0,0,0,0
1176,4,upper,0,0,0,0
1176,4,lower,0,0,0,0
1176,5,upper,0,0,0,0
1176,5,lower,0,0,0,0
1176,6,upper,0,0,0,0
1176,6,lower,0,0,0,0
1176,7,upper,0,0,0,0
1176,7,lower,0,0,0,0
1176,8,upper,0,0,0,0
1176,8,lower,0,0,0,0
1177,1,upper,0,0,0,0
1177,1,lower,0,0,0,0
1177,2,upper,0,0,0,0
1177,2,lower,2,2,0,0
1177,3,upper,0,0,0,0
1177,3,lower,0,0,0,0
1177,4,upper,0,0,0,0
1177,4,lower,0,0,0,0
1177,5,upper,0,0,0,0
1177,5,lower,0,0,0,0
1177,6,upper,0,0,0,0
1177,6,lower,0,0,0,0
1177,7,upper,0,0,0,0
1177,7,lower,0,0,0,0
1177,8,upper,0,0,0,0
1177,8,lower,0,0,0,0
1178,1,upper,0,0,0,0
1178,1,lower,0,0,0,0
1178,2,upper,0,0,0,0
1178,2,lower,2,2,-1,0
1178,3,upper,0,0,0,0
1178,3,lower,0,0,0,0
1178,4,upper,0,0,0,0
1178,4,lower,0,0,0,0
1178,5,upper,0,0,0,0
1178,5,lower,0,0,0,0
1178,6,upper,0,0,0,0
1178,6,lower,0,0,0,0
1178,7,upper,0,0,0,0
1178,7,lower,0,0,0,0
1178,8,upper,0,0,0,0
1178,8,lower,0,0,0,0
1179,1,upper,0,0,0,0
1179,1,lower,0,0,0,0
1179,2,upper,0,0,0,0
1179,2,lower,2,2,0,-1
1179,3,upper,0,0,0,0
1179,3,lower,0,0,0,0
1179,4,upper,0,0,0,0
1179,4,lower,0,0,0,0
1179,5,upper,0,0,0,0
1179,5,lower,0,0,0,0
1179,6,upper,0,0,0,0
1179,6,lower,0,0,0,0
1179,7,upper,0,0,0,0
1179,7,lower,0,0,0,0
1179,8,upper,0,0,0,0
1179,8,lower,0,0,0,0
1180,1,upper,0,0,0,0
1180,1,lower,0,0,0,0
1180,2,upper,0,0,0,0
1180,2,lower,2,2,-1,0
1180,3,upper,0,0,0,0
1180,3,lower,0,0,0,0
1180,4,upper,0,0,0,0
1180,4,lower,0,0,0,0
1180,5,upper,0,0,0,0
1180,5,lower,0,0,0,0
1180,6,upper,0,0,0,0
1180,6,lower,0,0,0,0
1180,7,upper,0,0,0,0
1180,7,lower,0,0,0,0
1180,8,upper,0,0,0,0
1180,8,lower,0,0,0,0
1181,1,upper,0,0,0,0
1181,1,lower,0,0,0,0
1181,2,upper,0,0,0,0
1181,2,lower,2,2,0,-1
1181,3,upper,0,0,0,0
1181,3,lower,0,0,0,0
1181,4,upper,0,0,0,0
1181,4,lower,0,0,0,0
1181,5,upper,0,0,0,0
1181,5,lower,0,0,0,0
1181,6,upper,0,0,0,0
1181,6,lower,0,0,0,0
1181,7,upper,0,0,0,0
1181,7,lower,0,0,0,0
1181,8,upper,0,0,0,0
1181,8,lower,0,0,0,0
1182,1,upper,0,0,0,0
1182,1,lower,0,0,0,0
1182,2,upper,0,0,0,0
1182,2,lower,2,2,-1,0
1182,3,upper,0,0,0,0
1182,3,lower,0,0,0,0
1182,4,upper,0,0,0,0
1182,4,lower,0,0,0,0
1182,5,upper,0,0,0,0
1182,5,lower,0,0,0,0
1182,6,upper,0,0,0,0
1182,6,lower,0,0,0,0
1182,7,upper,0,0,0,0
1182,7,lower,0,0,0,0
1182,8,upper,0,0,0,0
1182,8,lower,0,0,0,0
1183,1,upper,0,0,0,0
1183,1,lower,0,0,0,0
1183,2,upper,0,0,0,0
1183,2,lower,2,2,0,-1
1183,3,upper,0,0,0,0
1183,3,lower,0,0,0,0
1183,4,upper,0,0,0,0
1183,4,lower,0,0,0,0
1183,5,upper,0,0,0,0
1183,5,lower,0,0,0,0
1183,6,upper,0,0,0,0
1183,6,lower,0,0,0,0
1183,7,upper,0,0,0,0
1183,7,lower,0,0,0,0
1183,8,upper,0,0,0,0
1183,8,lower,0,0,0,0
1184,1,upper,0,0,0,0
1184,1,lower,0,0,0,0
1184,2,upper,0,0,0,0
1184,2,lower,2,2,0,0
1184,3,upper,0,0,0,0
1184,3,lower,0,0,0,0
1184,4,upper,0,0,0,0
1184,4,lower,0,0,0,0
1184,5,upper,0,0,0,0
1184,5,lower,0,0,0,0
1184,6,upper,0,0,0,0
1184,6,lower,0,0,0,0
1184,7,upper,0,0,0,0
1184,7,lower,0,0,0,0
1184,8,upper,0,0,0,0
1184,8,lower,0,0,0,0
1185,1,upper,0,0,0,0
1185,1,lower,0,0,0,0
1185,2,upper,0,0,0,0
1185,2,lower,0,0,0,0
1185,3,upper,0,0,0,0
1185,3,lower,0,0,0,0
1185,4,upper,0,0,0,0
1185,4,lower,0,0,0,0
1185,5,upper,0,0,0,0
1185,5,lower,0,0,0,0
1185,6,upper,0,0,0,0
1185,6,lower,0,0,0,0
1185,7,upper,0,0,0,0
1185,7,lower,0,0,0,0
1185,8,upper,0,0,0,0
1185,8,lower,0,0,0,0
1186,1,upper,0,0,0,0
1186,1,lower,0,0,0,0
1186,2,upper,0,0,0,0
1186,2,lower,2,2,0,0
1186,3,upper,0,0,0,0
1186,3,lower,0,0,0,0
1186,4,upper,0,0,0,0
1186,4,lower,0,0,0,0
1186,5,upper,0,0,0,0
1186,5,lower,0,0,0,0
1186,6,upper,0,0,0,0
1186,6,lower,0,0,0,0
1186,7,upper,0,0,0,0
1186,7,lower,0,0,0,0
1186,8,upper,0,0,0,0
1186,8,lower,0,0,0,0
1187,1,upper,0,0,0,0
1187,1,lower,0,0,0,0
1187,2,upper,0,0,0,0
1187,2,lower,2,2,-1,0
1187,3,upper,0,0,0,0
1187,3,lower,0,0,0,0
1187,4,upper,0,0,0,0
1187,4,lower,0,0,0,0
1187,5,upper,0,0,0,0
1187,5,lower,0,0,0,0
1187,6,upper,0,0,0,0
1187,6,lower,0,0,0,0
1187,7,upper,0,0,0,0
1187,7,lower,0,0,0,0
1187,8,upper,0,0,0,0
1187,8,lower,0,0,0,0
1188,1,upper,0,0,0,0
1188,1,lower,0,0,0,0
1188,2,upper,0,0,0,0
1188,2,lower,2,2,0,-1
1188,3,upper,0,0,0,0
1188,3,lower,0,0,0,0
1188,4,upper,0,0,0,0
1188,4,lower,0,0,0,0
1188,5,upper,0,0,0,0
1188,5,lower,0,0,0,0
1188,6,upper,0,0,0,0
1188,6,lower,0,0,0,0
1188,7,upper,0,0,0,0
1188,7,lower,0,0,0,0
1188,8,upper,0,0,0,0
1188,8,lower,0,0,0,0
1189,1,upper,0,0,0,0
1189,1,lower,0,0,0,0
1189,2,upper,0,0,0,0
1189,2,lower,2,2,-1,0
1189,3,upper,0,0,0,0
1189,3,lower,0,0,0,0
1189,4,upper,0,0,0,0
1189,4,lower,0,0,0,0
1189,5,upper,0,0,0,0
1189,5,lower,0,0,0,0
1189,6,upper,0,0,0,0
1189,6,lower,0,0,0,0
1189,7,upper,0,0,0,0
1189,7,lower,0,0,0,0
1189,8,upper,0,0,0,0
1189,8,lower,0,0,0,0
1190,1,upper,0,0,0,0
1190,1,lower,0,0,0,0
1190,2,upper,0,0,0,0
1190,2,lower,2,2,0,-1
1190,3,upper,0,0,0,0
1190,3,lower,0,0,0,0
1190,4,upper,0,0,0,0
1190,4,lower,0,0,0,0
1190,5,upper,0,0,0,0
1190,5,lower,0,0,0,0
1190,6,upper,0,0,0,0
1190,6,lower,0,0,0,0
1190,7,upper,0,0,0,0
1190,7,lower,0,0,0,0
1190,8,upper,0,0,0,0
1190,8,lower,0,0,0,0
1191,1,upper,0,0,0,0
1191,1,lower,0,0,0,0
1191,2,upper,0,0,0,0
1191,2,lower,2,2,-1,0
1191,3,upper,0,0,0,0
1191,3,lower,0,0,0,0
1191,4,upper,0,0,0,0
1191,4,lower,0,0,0,0
1191,5,upper,0,0,0,0
1191,5,lower,0,0,0,0
1191,6,upper,0,0,0,0
1191,6,lower,0,0,0,0
1191,7,upper,0,0,0,0
1191,7,lower,0,0,0,0
1191,8,upper,0,0,0,0
1191,8,lower,0,0,0,0
1192,1,upper,0,0,0,0
1192,1,lower,0,0,0,0
1192,2,upper,0,0,0,0
1192,2,lower,2,2,0,-1
1192,3,upper,0,0,0,0
1192,3,lower,0,0,0,0
1192,4,upper,0,0,0,0
1192,4,lower,0,0,0,0
1192,5,upper,0,0,0,0
1192,5,lower,0,0,0,0
1192,6,upper,0,0,0,0
1192,6,lower,0,0,0,0
1192,7,upper,0,0,0,0
1192,7,lower,0,0,0,0
1192,8,upper,0,0,0,0
1192,8,lower,0,0,0,0
1193,1,upper,0,0,0,0
1193,1,lower,0,0,0,0
1193,2,upper,0,0,0,0
1193,2,lower,2,2,0,0
1193,3,upper,0,0,0,0
1193,3,lower,0,0,0,0
1193,4,upper,0,0,0,0
1193,4,lower,0,0,0,0
1193,5,upper,0,0,0,0
1193,5,lower,0,0,0,0
1193,6,upper,0,0,0,0
1193,6,lower,0,0,0,0
1193,7,upper,0,0,0,0
1193,7,lower,0,0,0,0
1193,8,upper,0,0,0,0
1193,8,lower,0,0,0,0
1194,1,upper,0,0,0,0
1194,1,lower,0,0,0,0
1194,2,upper,0,0,0,0
1194,2,lower,2,2,-1,-1
1194,3,upper,0,0,0,0
1194,3,lower,0,0,0,0
1194,4,upper,0,0,0,0
1194,4,lower,0,0,0,0
1194,5,upper,0,0,0,0
1194,5,lower,0,0,0,0
1194,6,upper,0,0,0,0
1194,6,lower,0,0,0,0
1194,7,upper,0,0,0,0
1194,7,lower,0,0,0,0
1194,8,upper,0,0,0,0
1194,8,lower,0,0,0,0
1195,1,upper,0,0,0,0
1195,1,lower,0,0,0,0
1195,2,upper,0,0,0,0
1195,2,lower,2,2,-1,-1
1195,3,upper,0,0,0,0
1195,3,lower,0,0,0,0
1195,4,upper,0,0,0,0
1195,4,lower,0,0,0,0
1195,5,upper,0,0,0,0
1195,5,lower,0,0,0,0
1195,6,upper,0,0,0,0
1195,6,lower,0,0,0,0
1195,7,upper,0,0,0,0
1195,7,lower,0,0,0,0
1195,8,upper,0,0,0,0
1195,8,lower,0,0,0,0
1196,1,upper,0,0,0,0
1196,1,lower,0,0,0,0
1196,2,upper,0,0,0,0
1196,2,lower,2,2,0,0
1196,3,upper,0,0,0,0
1196,3,lower,0,0,0,0
1196,4,upper,0,0,0,0
1196,4,lower,0,0,0,0
1196,5,upper,0,0,0,0
1196,5,lower,0,0,0,0
1196,6,upper,0,0,0,0
1196,6,lower,0,0,0,0
1196,7,upper,0,0,0,0
1196,7,lower,0,0,0,0
1196,8,upper,0,0,0,0
1196,8,lower,0,0,0,0
1197,1,upper,0,0,0,0
1197,1,lower,0,0,0,0
1197,2,upper,0,0,0,0
1197,2,lower,2,2,-1,0
1197,3,upper,0,0,0,0
1197,3,lower,0,0,0,0
1197,4,upper,0,0,0,0
1197,4,lower,0,0,0,0
1197,5,upper,0,0,0,0
1197,5,lower,0,0,0,0
1197,6,upper,0,0,0,0
1197,6,lower,0,0,0,0
1197,7,upper,0,0,0,0
1197,7,lower,0,0,0,0
1197,8,upper,0,0,0,0
1197,8,lower,0,0,0,0
1198,1,upper,0,0,0,0
1198,1,lower,0,0,0,0
1198,2,upper,0,0,0,0
1198,2,lower,2,2,0,0
1198,3,upper,0,0,0,0
1198,3,lower,0,0,0,0
1198,4,upper,0,0,0,0
1198,4,lower,0,0,0,0
1198,5,upper,0,0,0,0
1198,5,lower,0,0,0,0
1198,6,upper,0,0,0,0
1198,6,lower,0,0,0,0
1198,7,upper,0,0,0,0
1198,7,lower,0,0,0,0
1198,8,upper,0,0,0,0
1198,8,lower,0,0,0,0
1199,1,upper,0,0,0,0
1199,1,lower,0,0,0,0
1199,2,upper,0,0,0,0
1199,2,lower,2,2,-1,0
1199,3,upper,0,0,0,0
1199,3,lower,0,0,0,0
1199,4,upper,0,0,0,0
1199,4,lower,0,0,0,0
1199,5,upper,0,0,0,0
1199,5,lower,0,0,0,0
1199,6,upper,0,0,0,0
1199,6,lower,0,0,0,0
1199,7,upper,0,0,0,0
1199,7,lower,0,0,0,0
1199,8,upper,0,0,0,0
1199,8,lower,0,0,0,0
1200,1,upper,0,0,0,0
1200,1,lower,0,0,0,0
1200,2,upper,0,0,0,0
1200,2,lower,2,2,0,-1
1200,3,upper,0,0,0,0
1200,3,lower,0,0,0,0
1200,4,upper,0,0,0,0
1200,4,lower,0,0,0,0
1200,5,upper,0,0,0,0
1200,5,lower,0,0,0,0
1200,6,upper,0,0,0,0
1200,6,lower,0,0,0,0
1200,7,upper,0,0,0,0
1200,7,lower,0,0,0,0
1200,8,upper,0,0,0,0
1200,8,lower,0,0,0,0
1201,1,upper,0,0,0,0
1201,1,lower,0,0,0,0
1201,2,upper,0,0,0,0
1201,2,lower,1,1,0,-1
1201,3,upper,0,0,0,0
1201,3,lower,0,0,0,0
1201,4,upper,0,0,0,0
1201,4,lower,0,0,0,0
1201,5,upper,0,0,0,0
1201,5,lower,0,0,0,0
1201,6,upper,0,0,0,0
1201,6,lower,0,0,0,0
1201,7,upper,0,0,0,0
1201,7,lower,0,0,0,0
1201,8,upper,0,0,0,0
1201,8,lower,0,0,0,0
1202,1,upper,0,0,0,0
1202,1,lower,0,0,0,0
1202,2,upper,0,0,0,0
1202,2,lower,2,2,0,0
1202,3,upper,0,0,0,0
1202,3,lower,0,0,0,0
1202,4,upper,0,0,0,0
1202,4,lower,0,0,0,0
1202,5,upper,0,0,0,0
1202,5,lower,0,0,0,0
1202,6,upper,0,0,0,0
1202,6,lower,0,0,0,0
1202,7,upper,0,0,0,0
1202,7,lower,0,0,0,0
1202,8,upper,0,0,0,0
1202,8,lower,0,0,0,0
1203,1,upper,0,0,0,0
1203,1,lower,0,0,0,0
1203,2,upper,0,0,0,0
1203,2,lower,2,2,-1,-1
1203,3,upper,0,0,0,0
1203,3,lower,0,0,0,0
1203,4,upper,0,0,0,0
1203,4,lower,0,0,0,0
1203,5,upper,0,0,0,0
1203,5,lower,0,0,0,0
1203,6,upper,0,0,0,0
1203,6,lower,0,0,0,0
1203,7,upper,0,0,0,0
1203,7,lower,0,0,0,0
1203,8,upper,0,0,0,0
1203,8,lower,0,0,0,0
1204,1,upper,0,0,0,0
1204,1,lower,0,0,0,0
1204,2,upper,0,0,0,0
1204,2,lower,2,2,0,-1
1204,3,upper,0,0,0,0
1204,3,lower,0,0,0,0
1204,4,upper,0,0,0,0
1204,4,lower,0,0,0,0
1204,5,upper,0,0,0,0
1204,5,lower,0,0,0,0
1204,6,upper,0,0,0,0
1204,6,lower,0,0,0,0
1204,7,upper,0,0,0,0
1204,7,lower,0,0,0,0
1204,8,upper,0,0,0,0
1204,8,lower,0,0,0,0
1205,1,upper,0,0,0,0
1205,1,lower,0,0,0,0
1205,2,upper,0,0,0,0
1205,2,lower,2,2,-1,-1
1205,3,upper,0,0,0,0
1205,3,lower,0,0,0,0
1205,4,upper,0,0,0,0
1205,4,lower,0,0,0,0
1205,5,upper,0,0,0,0
1205,5,lower,0,0,0,0
1205,6,upper,0,0,0,0
1205,6,lower,0,0,0,0
1205,7,upper,0,0,0,0
1205,7,lower,0,0,0,0
1205,8,upper,0,0,0,0
1205,8,lower,0,0,0,0
1206,1,upper,0,0,0,0
1206,1,lower,0,0,0,0
1206,2,upper,0,0,0,0
1206,2,lower,2,2,0,-1
1206,3,upper,0,0,0,0
1206,3,lower,0,0,0,0
1206,4,upper,0,0,0,0
1206,4,lower,0,0,0,0
1206,5,upper,0,0,0,0
1206,5,lower,0,0,0,0
1206,6,upper,0,0,0,0
1206,6,lower,0,0,0,0
1206,7,upper,0,0,0,0
1206,7,lower,0,0,0,0
1206,8,upper,0,0,0,0
1206,8,lower,0,0,0,0
1207,1,upper,0,0,0,0
1207,1,lower,0,0,0,0
1207,2,upper,0,0,0,0
1207,2,lower,2,2,-1,0
1207,3,upper,0,0,0,0
1207,3,lower,0,0,0,0
1207,4,upper,0,0,0,0
1207,4,lower,0,0,0,0
1207,5,upper,0,0,0,0
1207,5,lower,0,0,0,0
1207,6,upper,0,0,0,0
1207,6,lower,0,0,0,0
1207,7,upper,0,0,0,0
1207,7,lower,0,0,0,0
1207,8,upper,0,0,0,0
1207,8,lower,0,0,0,0
1208,1,upper,0,0,0,0
1208,1,lower,0,0,0,0
1208,2,upper,0,0,0,0
1208,2,lower,2,2,-1,0
1208,3,upper,0,0,0,0
1208,3,lower,0,0,0,0
1208,4,upper,0,0,0,0
1208,4,lower,0,0,0,0
1208,5,upper,0,0,0,0
1208,5,lower,0,0,0,0
1208,6,upper,0,0,0,0
1208,6,lower,0,0,0,0
1208,7,upper,0,0,0,0
1208,7,lower,0,0,0,0
1208,8,upper,0,0,0,0
1208,8,lower,0,0,0,0
1209,1,upper,0,0,0,0
1209,1,lower,0,0,0,0
1209,2,upper,0,0,0,0
1209,2,lower,2,2,0,-1
1209,3,upper,0,0,0,0
1209,3,lower,0,0,0,0
1209,4,upper,0,0,0,0
1209,4,lower,0,0,0,0
1209,5,upper,0,0,0,0
1209,5,lower,0,0,0,0
1209,6,upper,0,0,0,0
1209,6,lower,0,0,0,0
1209,7,upper,0,0,0,0
1209,7,lower,0,0,0,0
1209,8,upper,0,0,0,0
1209,8,lower,0,0,0,0
1210,1,upper,0,0,0,0
1210,1,lower,0,0,0,0
1210,2,upper,0,0,0,0
1210,2,lower,2,2,0,0
1210,3,upper,0,0,0,0
1210,3,lower,0,0,0,0
1210,4,upper,0,0,0,0
1210,4,lower,0,0,0,0
1210,5,upper,0,0,0,0
1210,5,lower,0,0,0,0
1210,6,upper,0,0,0,0
1210,6,lower,0,0,0,0
1210,7,upper,0,0,0,0
1210,7,lower,0,0,0,0
1210,8,upper,0,0,0,0
1210,8,lower,0,0,0,0
1211,1,upper,0,0,0,0
1211,1,lower,0,0,0,0
1211,2,upper,0,0,0,0
1211,2,lower,2,2,-1,-1
1211,3,upper,0,0,0,0
1211,3,lower,0,0,0,0
1211,4,upper,0,0,0,0
1211,4,lower,0,0,0,0
1211,5,upper,0,0,0,0
1211,5,lower,0,0,0,0
1211,6,upper,0,0,0,0
1211,6,lower,0,0,0,0
1211,7,upper,0,0,0,0
1211,7,lower,0,0,0,0
1211,8,upper,0,0,0,0
1211,8,lower,0,0,0,0
1212,1,upper,0,0,0,0
1212,1,lower,0,0,0,0
1212,2,upper,0,0,0,0
1212,2,lower,2,2,0,0
1212,3,upper,0,0,0,0
1212,3,lower,0,0,0,0
1212,4,upper,0,0,0,0
1212,4,lower,0,0,0,0
1212,5,upper,0,0,0,0
1212,5,lower,0,0,0,0
1212,6,upper,0,0,0,0
1212,6,lower,0,0,0,0
1212,7,upper,0,0,0,0
1212,7,lower,0,0,0,0
1212,8,upper,0,0,0,0
1212,8,lower,0,0,0,0
1213,1,upper,0,0,0,0
1213,1,lower,0,0,0,0
1213,2,upper,0,0,0,0
1213,2,lower,2,2,-1,-1
1213,3,upper,0,0,0,0
1213,3,lower,0,0,0,0
1213,4,upper,0,0,0,0
1213,4,lower,0,0,0,0
1213,5,upper,0,0,0,0
1213,5,lower,0,0,0,0
1213,6,upper,0,0,0,0
1213,6,lower,0,0,0,0
1213,7,upper,0,0,0,0
1213,7,lower,0,0,0,0
1213,8,upper,0,0,0,0
1213,8,lower,0,0,0,0
1214,1,upper,0,0,0,0
1214,1,lower,0,0,0,0
1214,2,upper,0,0,0,0
1214,2,lower,2,2,0,0
1214,3,upper,0,0,0,0
1214,3,lower,0,0,0,0
1214,4,upper,0,0,0,0
1214,4,lower,0,0,0,0
1214,5,upper,0,0,0,0
1214,5,lower,0,0,0,0
1214,6,upper,0,0,0,0
1214,6,lower,0,0,0,0
1214,7,upper,0,0,0,0
1214,7,lower,0,0,0,0
1214,8,upper,0,0,0,0
1214,8,lower,0,0,0,0
1215,1,upper,0,0,0,0
1215,1,lower,0,0,0,0
1215,2,upper,0,0,0,0
1215,2,lower,2,2,-1,-1
1215,3,upper,0,0,0,0
1215,3,lower,0,0,0,0
1215,4,upper,0,0,0,0
1215,4,lower,0,0,0,0
1215,5,upper,0,0,0,0
1215,5,lower,0,0,0,0
1215,6,upper,0,0,0,0
1215,6,lower,0,0,0,0
1215,7,upper,0,0,0,0
1215,7,lower,0,0,0,0
1215,8,upper,0,0,0,0
1215,8,lower,0,0,0,0
1216,1,upper,0,0,0,0
1216,1,lower,0,0,0,0
1216,2,upper,0,0,0,0
1216,2,lower,2,2,0,-1
1216,3,upper,0,0,0,0
1216,3,lower,0,0,0,0
1216,4,upper,0,0,0,0
1216,4,lower,0,0,0,0
1216,5,upper,0,0,0,0
1216,5,lower,0,0,0,0
1216,6,upper,0,0,0,0
1216,6,lower,0,0,0,0
1216,7,upper,0,0,0,0
1216,7,lower,0,0,0,0
1216,8,upper,0,0,0,0
1216,8,lower,0,0,0,0
1217,1,upper,0,0,0,0
1217,1,lower,0,0,0,0
1217,2,upper,0,0,0,0
1217,2,lower,0,0,0,0
1217,3,upper,0,0,0,0
1217,3,lower,0,0,0,0
1217,4,upper,0,0,0,0
1217,4,lower,0,0,0,0
