unit_id,hier_cell,ref_name,loc,bel,site,tile,grid_x,grid_y,stage_id,module_role,data_role,ecc_codeword_rule,ecc_symbol_rule,is_used,is_shared
170,u/s1/app_r_reg[0][34],FDRE,SLICE_X99Y97,SLICEL.DFF,SLICE_X99Y97,CLBLM_L_X66Y97,271,194,,,,,,1,0
171,u/s1/app_r_reg[0][3],FDRE,SLICE_X100Y88,SLICEM.CFF,SLICE_X100Y88,CLBLM_R_X67Y88,273,176,,,,,,1,0
172,u/s1/app_r_reg[0][4],FDRE,SLICE_X99Y86,SLICEL.B5FF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
173,u/s1/app_r_reg[0][5],FDRE,SLICE_X99Y86,SLICEL.C5FF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
174,u/s1/app_r_reg[0][6],FDRE,SLICE_X100Y88,SLICEM.DFF,SLICE_X100Y88,CLBLM_R_X67Y88,273,176,,,,,,1,0
175,u/s1/app_r_reg[0][7],FDRE,SLICE_X99Y86,SLICEL.D5FF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
176,u/s1/app_r_reg[0][8],FDRE,SLICE_X100Y89,SLICEM.DFF,SLICE_X100Y89,CLBLM_R_X67Y89,273,178,,,,,,1,0
177,u/s1/app_r_reg[0][9],FDRE,SLICE_X99Y90,SLICEL.DFF,SLICE_X99Y90,CLBLM_L_X66Y90,271,180,,,,,,1,0
178,u/s1/app_r_reg[1][0],FDRE,SLICE_X84Y85,SLICEL.CFF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
179,u/s1/app_r_reg[1][10],FDRE,SLICE_X85Y89,SLICEL.BFF,SLICE_X85Y89,CLBLL_R_X57Y89,239,178,,,,,,1,0
180,u/s1/app_r_reg[1][11],FDRE,SLICE_X85Y89,SLICEL.CFF,SLICE_X85Y89,CLBLL_R_X57Y89,239,178,,,,,,1,0
181,u/s1/app_r_reg[1][12],FDRE,SLICE_X84Y85,SLICEL.DFF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
182,u/s1/app_r_reg[1][13],FDRE,SLICE_X83Y90,SLICEL.AFF,SLICE_X83Y90,CLBLL_L_X56Y90,235,180,,,,,,1,0
183,u/s1/app_r_reg[1][14],FDRE,SLICE_X85Y89,SLICEL.DFF,SLICE_X85Y89,CLBLL_R_X57Y89,239,178,,,,,,1,0
184,u/s1/app_r_reg[1][15],FDRE,SLICE_X83Y90,SLICEL.BFF,SLICE_X83Y90,CLBLL_L_X56Y90,235,180,,,,,,1,0
185,u/s1/app_r_reg[1][16],FDRE,SLICE_X83Y90,SLICEL.CFF,SLICE_X83Y90,CLBLL_L_X56Y90,235,180,,,,,,1,0
186,u/s1/app_r_reg[1][17],FDRE,SLICE_X83Y90,SLICEL.DFF,SLICE_X83Y90,CLBLL_L_X56Y90,235,180,,,,,,1,0
187,u/s1/app_r_reg[1][18],FDRE,SLICE_X79Y91,SLICEL.AFF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
188,u/s1/app_r_reg[1][19],FDRE,SLICE_X83Y90,SLICEL.A5FF,SLICE_X83Y90,CLBLL_L_X56Y90,235,180,,,,,,1,0
189,u/s1/app_r_reg[1][1],FDRE,SLICE_X85Y87,SLICEL.DFF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
190,u/s1/app_r_reg[1][20],FDRE,SLICE_X79Y91,SLICEL.BFF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
191,u/s1/app_r_reg[1][21],FDRE,SLICE_X85Y91,SLICEL.CFF,SLICE_X85Y91,CLBLL_R_X57Y91,239,182,,,,,,1,0
192,u/s1/app_r_reg[1][22],FDRE,SLICE_X85Y91,SLICEL.DFF,SLICE_X85Y91,CLBLL_R_X57Y91,239,182,,,,,,1,0
193,u/s1/app_r_reg[1][23],FDRE,SLICE_X87Y93,SLICEL.BFF,SLICE_X87Y93,CLBLL_L_X58Y93,243,186,,,,,,1,0
194,u/s1/app_r_reg[1][24],FDRE,SLICE_X79Y92,SLICEL.BFF,SLICE_X79Y92,CLBLL_L_X54Y92,227,184,,,,,,1,0
195,u/s1/app_r_reg[1][25],FDRE,SLICE_X79Y92,SLICEL.CFF,SLICE_X79Y92,CLBLL_L_X54Y92,227,184,,,,,,1,0
196,u/s1/app_r_reg[1][26],FDRE,SLICE_X87Y93,SLICEL.CFF,SLICE_X87Y93,CLBLL_L_X58Y93,243,186,,,,,,1,0
197,u/s1/app_r_reg[1][27],FDRE,SLICE_X86Y93,SLICEL.AFF,SLICE_X86Y93,CLBLL_L_X58Y93,241,186,,,,,,1,0
198,u/s1/app_r_reg[1][28],FDRE,SLICE_X86Y93,SLICEL.BFF,SLICE_X86Y93,CLBLL_L_X58Y93,241,186,,,,,,1,0
199,u/s1/app_r_reg[1][29],FDRE,SLICE_X86Y93,SLICEL.CFF,SLICE_X86Y93,CLBLL_L_X58Y93,241,186,,,,,,1,0
200,u/s1/app_r_reg[1][2],FDRE,SLICE_X84Y85,SLICEL.A5FF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
201,u/s1/app_r_reg[1][30],FDRE,SLICE_X86Y93,SLICEL.DFF,SLICE_X86Y93,CLBLL_L_X58Y93,241,186,,,,,,1,0
202,u/s1/app_r_reg[1][31],FDRE,SLICE_X82Y94,SLICEL.DFF,SLICE_X82Y94,CLBLL_L_X56Y94,233,188,,,,,,1,0
203,u/s1/app_r_reg[1][32],FDRE,SLICE_X87Y95,SLICEL.BFF,SLICE_X87Y95,CLBLL_L_X58Y95,243,190,,,,,,1,0
204,u/s1/app_r_reg[1][33],FDRE,SLICE_X87Y95,SLICEL.CFF,SLICE_X87Y95,CLBLL_L_X58Y95,243,190,,,,,,1,0
205,u/s1/app_r_reg[1][34],FDRE,SLICE_X88Y95,SLICEL.CFF,SLICE_X88Y95,CLBLL_R_X59Y95,245,190,,,,,,1,0
206,u/s1/app_r_reg[1][3],FDRE,SLICE_X84Y85,SLICEL.B5FF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
207,u/s1/app_r_reg[1][4],FDRE,SLICE_X84Y86,SLICEL.BFF,SLICE_X84Y86,CLBLL_R_X57Y86,237,172,,,,,,1,0
208,u/s1/app_r_reg[1][5],FDRE,SLICE_X85Y87,SLICEL.A5FF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
209,u/s1/app_r_reg[1][6],FDRE,SLICE_X79Y87,SLICEL.AFF,SLICE_X79Y87,CLBLL_L_X54Y87,227,174,,,,,,1,0
210,u/s1/app_r_reg[1][7],FDRE,SLICE_X79Y87,SLICEL.BFF,SLICE_X79Y87,CLBLL_L_X54Y87,227,174,,,,,,1,0
211,u/s1/app_r_reg[1][8],FDRE,SLICE_X77Y88,SLICEL.AFF,SLICE_X77Y88,CLBLL_R_X53Y88,223,176,,,,,,1,0
212,u/s1/app_r_reg[1][9],FDRE,SLICE_X85Y88,SLICEL.AFF,SLICE_X85Y88,CLBLL_R_X57Y88,239,176,,,,,,1,0
213,u/s1/app_r_reg[2][0],FDRE,SLICE_X91Y87,SLICEL.BFF,SLICE_X91Y87,CLBLL_R_X61Y87,251,174,,,,,,1,0
214,u/s1/app_r_reg[2][10],FDRE,SLICE_X91Y89,SLICEL.AFF,SLICE_X91Y89,CLBLL_R_X61Y89,251,178,,,,,,1,0
215,u/s1/app_r_reg[2][11],FDRE,SLICE_X88Y87,SLICEL.DFF,SLICE_X88Y87,CLBLL_R_X59Y87,245,174,,,,,,1,0
216,u/s1/app_r_reg[2][12],FDRE,SLICE_X87Y84,SLICEL.B5FF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
217,u/s1/app_r_reg[2][13],FDRE,SLICE_X87Y87,SLICEL.CFF,SLICE_X87Y87,CLBLL_L_X58Y87,243,174,,,,,,1,0
218,u/s1/app_r_reg[2][14],FDRE,SLICE_X89Y90,SLICEL.A5FF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
219,u/s1/app_r_reg[2][15],FDRE,SLICE_X87Y87,SLICEL.DFF,SLICE_X87Y87,CLBLL_L_X58Y87,243,174,,,,,,1,0
220,u/s1/app_r_reg[2][16],FDRE,SLICE_X89Y90,SLICEL.B5FF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
221,u/s1/app_r_reg[2][17],FDRE,SLICE_X89Y90,SLICEL.C5FF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
222,u/s1/app_r_reg[2][18],FDRE,SLICE_X89Y91,SLICEL.CFF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
223,u/s1/app_r_reg[2][19],FDRE,SLICE_X85Y87,SLICEL.B5FF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
224,u/s1/app_r_reg[2][1],FDRE,SLICE_X91Y87,SLICEL.CFF,SLICE_X91Y87,CLBLL_R_X61Y87,251,174,,,,,,1,0
225,u/s1/app_r_reg[2][20],FDRE,SLICE_X89Y91,SLICEL.DFF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
226,u/s1/app_r_reg[2][21],FDRE,SLICE_X89Y91,SLICEL.A5FF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
227,u/s1/app_r_reg[2][22],FDRE,SLICE_X89Y91,SLICEL.B5FF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
228,u/s1/app_r_reg[2][23],FDRE,SLICE_X88Y93,SLICEL.AFF,SLICE_X88Y93,CLBLL_R_X59Y93,245,186,,,,,,1,0
229,u/s1/app_r_reg[2][24],FDRE,SLICE_X88Y92,SLICEL.AFF,SLICE_X88Y92,CLBLL_R_X59Y92,245,184,,,,,,1,0
230,u/s1/app_r_reg[2][25],FDRE,SLICE_X88Y92,SLICEL.BFF,SLICE_X88Y92,CLBLL_R_X59Y92,245,184,,,,,,1,0
231,u/s1/app_r_reg[2][26],FDRE,SLICE_X89Y91,SLICEL.C5FF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
232,u/s1/app_r_reg[2][27],FDRE,SLICE_X89Y91,SLICEL.D5FF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
233,u/s1/app_r_reg[2][28],FDRE,SLICE_X88Y94,SLICEL.AFF,SLICE_X88Y94,CLBLL_R_X59Y94,245,188,,,,,,1,0
234,u/s1/app_r_reg[2][29],FDRE,SLICE_X88Y93,SLICEL.BFF,SLICE_X88Y93,CLBLL_R_X59Y93,245,186,,,,,,1,0
235,u/s1/app_r_reg[2][2],FDRE,SLICE_X91Y84,SLICEL.BFF,SLICE_X91Y84,CLBLL_R_X61Y84,251,168,,,,,,1,0
236,u/s1/app_r_reg[2][30],FDRE,SLICE_X88Y93,SLICEL.CFF,SLICE_X88Y93,CLBLL_R_X59Y93,245,186,,,,,,1,0
237,u/s1/app_r_reg[2][31],FDRE,SLICE_X89Y95,SLICEL.BFF,SLICE_X89Y95,CLBLL_R_X59Y95,247,190,,,,,,1,0
238,u/s1/app_r_reg[2][32],FDRE,SLICE_X89Y95,SLICEL.CFF,SLICE_X89Y95,CLBLL_R_X59Y95,247,190,,,,,,1,0
239,u/s1/app_r_reg[2][33],FDRE,SLICE_X92Y95,SLICEM.AFF,SLICE_X92Y95,CLBLM_L_X62Y95,253,190,,,,,,1,0
240,u/s1/app_r_reg[2][34],FDRE,SLICE_X92Y95,SLICEM.BFF,SLICE_X92Y95,CLBLM_L_X62Y95,253,190,,,,,,1,0
241,u/s1/app_r_reg[2][3],FDRE,SLICE_X88Y85,SLICEL.DFF,SLICE_X88Y85,CLBLL_R_X59Y85,245,170,,,,,,1,0
242,u/s1/app_r_reg[2][4],FDRE,SLICE_X91Y84,SLICEL.CFF,SLICE_X91Y84,CLBLL_R_X61Y84,251,168,,,,,,1,0
243,u/s1/app_r_reg[2][5],FDRE,SLICE_X91Y84,SLICEL.DFF,SLICE_X91Y84,CLBLL_R_X61Y84,251,168,,,,,,1,0
244,u/s1/app_r_reg[2][6],FDRE,SLICE_X87Y84,SLICEL.C5FF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
245,u/s1/app_r_reg[2][7],FDRE,SLICE_X91Y87,SLICEL.DFF,SLICE_X91Y87,CLBLL_R_X61Y87,251,174,,,,,,1,0
246,u/s1/app_r_reg[2][8],FDRE,SLICE_X91Y89,SLICEL.BFF,SLICE_X91Y89,CLBLL_R_X61Y89,251,178,,,,,,1,0
247,u/s1/app_r_reg[2][9],FDRE,SLICE_X91Y89,SLICEL.CFF,SLICE_X91Y89,CLBLL_R_X61Y89,251,178,,,,,,1,0
248,u/s1/app_r_reg[3][0],FDRE,SLICE_X84Y85,SLICEL.C5FF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
249,u/s1/app_r_reg[3][10],FDRE,SLICE_X87Y88,SLICEL.BFF,SLICE_X87Y88,CLBLL_L_X58Y88,243,176,,,,,,1,0
250,u/s1/app_r_reg[3][11],FDRE,SLICE_X79Y87,SLICEL.CFF,SLICE_X79Y87,CLBLL_L_X54Y87,227,174,,,,,,1,0
251,u/s1/app_r_reg[3][12],FDRE,SLICE_X85Y89,SLICEL.A5FF,SLICE_X85Y89,CLBLL_R_X57Y89,239,178,,,,,,1,0
252,u/s1/app_r_reg[3][13],FDRE,SLICE_X85Y88,SLICEL.BFF,SLICE_X85Y88,CLBLL_R_X57Y88,239,176,,,,,,1,0
253,u/s1/app_r_reg[3][14],FDRE,SLICE_X85Y89,SLICEL.B5FF,SLICE_X85Y89,CLBLL_R_X57Y89,239,178,,,,,,1,0
254,u/s1/app_r_reg[3][15],FDRE,SLICE_X87Y89,SLICEL.CFF,SLICE_X87Y89,CLBLL_L_X58Y89,243,178,,,,,,1,0
255,u/s1/app_r_reg[3][16],FDRE,SLICE_X79Y91,SLICEL.CFF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
256,u/s1/app_r_reg[3][17],FDRE,SLICE_X79Y91,SLICEL.DFF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
257,u/s1/app_r_reg[3][18],FDRE,SLICE_X87Y90,SLICEL.DFF,SLICE_X87Y90,CLBLL_L_X58Y90,243,180,,,,,,1,0
258,u/s1/app_r_reg[3][19],FDRE,SLICE_X79Y91,SLICEL.A5FF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
259,u/s1/app_r_reg[3][1],FDRE,SLICE_X84Y86,SLICEL.CFF,SLICE_X84Y86,CLBLL_R_X57Y86,237,172,,,,,,1,0
260,u/s1/app_r_reg[3][20],FDRE,SLICE_X79Y92,SLICEL.DFF,SLICE_X79Y92,CLBLL_L_X54Y92,227,184,,,,,,1,0
261,u/s1/app_r_reg[3][21],FDRE,SLICE_X79Y91,SLICEL.B5FF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
262,u/s1/app_r_reg[3][22],FDRE,SLICE_X89Y95,SLICEL.DFF,SLICE_X89Y95,CLBLL_R_X59Y95,247,190,,,,,,1,0
263,u/s1/app_r_reg[3][23],FDRE,SLICE_X88Y92,SLICEL.CFF,SLICE_X88Y92,CLBLL_R_X59Y92,245,184,,,,,,1,0
264,u/s1/app_r_reg[3][24],FDRE,SLICE_X79Y91,SLICEL.C5FF,SLICE_X79Y91,CLBLL_L_X54Y91,227,182,,,,,,1,0
265,u/s1/app_r_reg[3][25],FDRE,SLICE_X87Y95,SLICEL.DFF,SLICE_X87Y95,CLBLL_L_X58Y95,243,190,,,,,,1,0
266,u/s1/app_r_reg[3][26],FDRE,SLICE_X79Y92,SLICEL.A5FF,SLICE_X79Y92,CLBLL_L_X54Y92,227,184,,,,,,1,0
267,u/s1/app_r_reg[3][27],FDRE,SLICE_X81Y98,SLICEL.AFF,SLICE_X81Y98,CLBLL_R_X55Y98,231,196,,,,,,1,0
268,u/s1/app_r_reg[3][28],FDRE,SLICE_X81Y98,SLICEL.BFF,SLICE_X81Y98,CLBLL_R_X55Y98,231,196,,,,,,1,0
269,u/s1/app_r_reg[3][29],FDRE,SLICE_X81Y98,SLICEL.CFF,SLICE_X81Y98,CLBLL_R_X55Y98,231,196,,,,,,1,0
270,u/s1/app_r_reg[3][2],FDRE,SLICE_X87Y89,SLICEL.DFF,SLICE_X87Y89,CLBLL_L_X58Y89,243,178,,,,,,1,0
271,u/s1/app_r_reg[3][30],FDRE,SLICE_X82Y98,SLICEL.DFF,SLICE_X82Y98,CLBLL_L_X56Y98,233,196,,,,,,1,0
272,u/s1/app_r_reg[3][31],FDRE,SLICE_X88Y97,SLICEL.DFF,SLICE_X88Y97,CLBLL_R_X59Y97,245,194,,,,,,1,0
273,u/s1/app_r_reg[3][32],FDRE,SLICE_X88Y99,SLICEL.DFF,SLICE_X88Y99,CLBLL_R_X59Y99,245,198,,,,,,1,0
274,u/s1/app_r_reg[3][33],FDRE,SLICE_X82Y99,SLICEL.BFF,SLICE_X82Y99,CLBLL_L_X56Y99,233,198,,,,,,1,0
275,u/s1/app_r_reg[3][34],FDRE,SLICE_X77Y101,SLICEL.AFF,SLICE_X77Y101,CLBLL_R_X53Y101,223,202,,,,,,1,0
276,u/s1/app_r_reg[3][3],FDRE,SLICE_X84Y85,SLICEL.D5FF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
277,u/s1/app_r_reg[3][4],FDRE,SLICE_X79Y87,SLICEL.DFF,SLICE_X79Y87,CLBLL_L_X54Y87,227,174,,,,,,1,0
278,u/s1/app_r_reg[3][5],FDRE,SLICE_X84Y86,SLICEL.DFF,SLICE_X84Y86,CLBLL_R_X57Y86,237,172,,,,,,1,0
279,u/s1/app_r_reg[3][6],FDRE,SLICE_X85Y91,SLICEL.A5FF,SLICE_X85Y91,CLBLL_R_X57Y91,239,182,,,,,,1,0
280,u/s1/app_r_reg[3][7],FDRE,SLICE_X84Y86,SLICEL.A5FF,SLICE_X84Y86,CLBLL_R_X57Y86,237,172,,,,,,1,0
281,u/s1/app_r_reg[3][8],FDRE,SLICE_X87Y93,SLICEL.DFF,SLICE_X87Y93,CLBLL_L_X58Y93,243,186,,,,,,1,0
282,u/s1/app_r_reg[3][9],FDRE,SLICE_X85Y87,SLICEL.C5FF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
283,u/s1/bnd_i_reg[0][0],FDRE,SLICE_X103Y91,SLICEL.AFF,SLICE_X103Y91,CLBLM_R_X69Y91,283,182,,,,,,1,0
284,u/s1/bnd_i_reg[0][10],FDRE,SLICE_X102Y97,SLICEM.AFF,SLICE_X102Y97,CLBLM_R_X69Y97,281,194,,,,,,1,0
285,u/s1/bnd_i_reg[0][11],FDRE,SLICE_X106Y97,SLICEM.AFF,SLICE_X106Y97,CLBLM_L_X72Y97,293,194,,,,,,1,0
286,u/s1/bnd_i_reg[0][12],FDRE,SLICE_X110Y97,SLICEM.AFF,SLICE_X110Y97,CLBLM_R_X75Y97,305,194,,,,,,1,0
287,u/s1/bnd_i_reg[0][13],FDRE,SLICE_X106Y96,SLICEM.AFF,SLICE_X106Y96,CLBLM_L_X72Y96,293,192,,,,,,1,0
288,u/s1/bnd_i_reg[0][14],FDRE,SLICE_X106Y96,SLICEM.BFF,SLICE_X106Y96,CLBLM_L_X72Y96,293,192,,,,,,1,0
289,u/s1/bnd_i_reg[0][15],FDRE,SLICE_X106Y97,SLICEM.BFF,SLICE_X106Y97,CLBLM_L_X72Y97,293,194,,,,,,1,0
290,u/s1/bnd_i_reg[0][16],FDRE,SLICE_X82Y103,SLICEL.AFF,SLICE_X82Y103,CLBLL_L_X56Y103,233,206,,,,,,1,0
291,u/s1/bnd_i_reg[0][17],FDRE,SLICE_X75Y104,SLICEL.AFF,SLICE_X75Y104,CLBLM_R_X51Y104,215,208,,,,,,1,0
292,u/s1/bnd_i_reg[0][18],FDRE,SLICE_X71Y103,SLICEL.AFF,SLICE_X71Y103,CLBLM_L_X48Y103,203,206,,,,,,1,0
293,u/s1/bnd_i_reg[0][19],FDRE,SLICE_X71Y101,SLICEL.AFF,SLICE_X71Y101,CLBLM_L_X48Y101,203,202,,,,,,1,0
294,u/s1/bnd_i_reg[0][1],FDRE,SLICE_X102Y90,SLICEM.AFF,SLICE_X102Y90,CLBLM_R_X69Y90,281,180,,,,,,1,0
295,u/s1/bnd_i_reg[0][20],FDRE,SLICE_X82Y103,SLICEL.BFF,SLICE_X82Y103,CLBLL_L_X56Y103,233,206,,,,,,1,0
296,u/s1/bnd_i_reg[0][21],FDRE,SLICE_X81Y102,SLICEL.AFF,SLICE_X81Y102,CLBLL_R_X55Y102,231,204,,,,,,1,0
297,u/s1/bnd_i_reg[0][22],FDRE,SLICE_X66Y108,SLICEM.AFF,SLICE_X66Y108,CLBLM_L_X46Y108,193,216,,,,,,1,0
298,u/s1/bnd_i_reg[0][23],FDRE,SLICE_X73Y106,SLICEL.AFF,SLICE_X73Y106,CLBLM_L_X50Y106,211,212,,,,,,1,0
299,u/s1/bnd_i_reg[0][24],FDRE,SLICE_X67Y102,SLICEL.AFF,SLICE_X67Y102,CLBLM_L_X46Y102,195,204,,,,,,1,0
300,u/s1/bnd_i_reg[0][25],FDRE,SLICE_X73Y106,SLICEL.BFF,SLICE_X73Y106,CLBLM_L_X50Y106,211,212,,,,,,1,0
301,u/s1/bnd_i_reg[0][26],FDRE,SLICE_X71Y103,SLICEL.BFF,SLICE_X71Y103,CLBLM_L_X48Y103,203,206,,,,,,1,0
302,u/s1/bnd_i_reg[0][27],FDRE,SLICE_X72Y106,SLICEM.AFF,SLICE_X72Y106,CLBLM_L_X50Y106,209,212,,,,,,1,0
303,u/s1/bnd_i_reg[0][28],FDRE,SLICE_X75Y104,SLICEL.BFF,SLICE_X75Y104,CLBLM_R_X51Y104,215,208,,,,,,1,0
304,u/s1/bnd_i_reg[0][29],FDRE,SLICE_X74Y119,SLICEM.AFF,SLICE_X74Y119,CLBLM_R_X51Y119,213,238,,,,,,1,0
305,u/s1/bnd_i_reg[0][2],FDRE,SLICE_X103Y92,SLICEL.AFF,SLICE_X103Y92,CLBLM_R_X69Y92,283,184,,,,,,1,0
306,u/s1/bnd_i_reg[0][30],FDRE,SLICE_X74Y106,SLICEM.AFF,SLICE_X74Y106,CLBLM_R_X51Y106,213,212,,,,,,1,0
307,u/s1/bnd_i_reg[0][31],FDRE,SLICE_X84Y118,SLICEL.AFF,SLICE_X84Y118,CLBLL_R_X57Y118,237,236,,,,,,1,0
308,u/s1/bnd_i_reg[0][32],FDRE,SLICE_X78Y118,SLICEL.AFF,SLICE_X78Y118,CLBLL_L_X54Y118,225,236,,,,,,1,0
309,u/s1/bnd_i_reg[0][33],FDRE,SLICE_X94Y120,SLICEL.AFF,SLICE_X94Y120,CLBLL_R_X63Y120,257,240,,,,,,1,0
310,u/s1/bnd_i_reg[0][34],FDRE,SLICE_X87Y119,SLICEL.AFF,SLICE_X87Y119,CLBLL_L_X58Y119,243,238,,,,,,1,0
311,u/s1/bnd_i_reg[0][3],FDRE,SLICE_X99Y95,SLICEL.AFF,SLICE_X99Y95,CLBLM_L_X66Y95,271,190,,,,,,1,0
312,u/s1/bnd_i_reg[0][4],FDRE,SLICE_X106Y95,SLICEM.AFF,SLICE_X106Y95,CLBLM_L_X72Y95,293,190,,,,,,1,0
313,u/s1/bnd_i_reg[0][5],FDRE,SLICE_X107Y96,SLICEL.AFF,SLICE_X107Y96,CLBLM_L_X72Y96,295,192,,,,,,1,0
314,u/s1/bnd_i_reg[0][6],FDRE,SLICE_X106Y95,SLICEM.BFF,SLICE_X106Y95,CLBLM_L_X72Y95,293,190,,,,,,1,0
315,u/s1/bnd_i_reg[0][7],FDRE,SLICE_X106Y95,SLICEM.CFF,SLICE_X106Y95,CLBLM_L_X72Y95,293,190,,,,,,1,0
316,u/s1/bnd_i_reg[0][8],FDRE,SLICE_X103Y96,SLICEL.AFF,SLICE_X103Y96,CLBLM_R_X69Y96,283,192,,,,,,1,0
317,u/s1/bnd_i_reg[0][9],FDRE,SLICE_X106Y97,SLICEM.CFF,SLICE_X106Y97,CLBLM_L_X72Y97,293,194,,,,,,1,0
318,u/s1/bnd_i_reg[1][0],FDRE,SLICE_X67Y102,SLICEL.BFF,SLICE_X67Y102,CLBLM_L_X46Y102,195,204,,,,,,1,0
319,u/s1/bnd_i_reg[1][10],FDRE,SLICE_X75Y103,SLICEL.AFF,SLICE_X75Y103,CLBLM_R_X51Y103,215,206,,,,,,1,0
320,u/s1/bnd_i_reg[1][11],FDRE,SLICE_X66Y102,SLICEM.AFF,SLICE_X66Y102,CLBLM_L_X46Y102,193,204,,,,,,1,0
321,u/s1/bnd_i_reg[1][12],FDRE,SLICE_X58Y102,SLICEM.AFF,SLICE_X58Y102,CLBLM_L_X40Y102,169,204,,,,,,1,0
322,u/s1/bnd_i_reg[1][13],FDRE,SLICE_X64Y101,SLICEM.AFF,SLICE_X64Y101,CLBLM_R_X45Y101,189,202,,,,,,1,0
323,u/s1/bnd_i_reg[1][14],FDRE,SLICE_X73Y102,SLICEL.AFF,SLICE_X73Y102,CLBLM_L_X50Y102,211,204,,,,,,1,0
324,u/s1/bnd_i_reg[1][15],FDRE,SLICE_X60Y102,SLICEM.AFF,SLICE_X60Y102,CLBLM_L_X42Y102,177,204,,,,,,1,0
325,u/s1/bnd_i_reg[1][16],FDRE,SLICE_X60Y100,SLICEM.AFF,SLICE_X60Y100,CLBLM_L_X42Y100,177,200,,,,,,1,0
326,u/s1/bnd_i_reg[1][17],FDRE,SLICE_X58Y103,SLICEM.AFF,SLICE_X58Y103,CLBLM_L_X40Y103,169,206,,,,,,1,0
327,u/s1/bnd_i_reg[1][18],FDRE,SLICE_X59Y104,SLICEL.AFF,SLICE_X59Y104,CLBLM_L_X40Y104,171,208,,,,,,1,0
328,u/s1/bnd_i_reg[1][19],FDRE,SLICE_X63Y103,SLICEL.AFF,SLICE_X63Y103,CLBLM_R_X43Y103,183,206,,,,,,1,0
329,u/s1/bnd_i_reg[1][1],FDRE,SLICE_X73Y102,SLICEL.BFF,SLICE_X73Y102,CLBLM_L_X50Y102,211,204,,,,,,1,0
330,u/s1/bnd_i_reg[1][20],FDRE,SLICE_X58Y104,SLICEM.AFF,SLICE_X58Y104,CLBLM_L_X40Y104,169,208,,,,,,1,0
331,u/s1/bnd_i_reg[1][21],FDRE,SLICE_X58Y104,SLICEM.BFF,SLICE_X58Y104,CLBLM_L_X40Y104,169,208,,,,,,1,0
332,u/s1/bnd_i_reg[1][22],FDRE,SLICE_X63Y103,SLICEL.BFF,SLICE_X63Y103,CLBLM_R_X43Y103,183,206,,,,,,1,0
333,u/s1/bnd_i_reg[1][23],FDRE,SLICE_X59Y104,SLICEL.BFF,SLICE_X59Y104,CLBLM_L_X40Y104,171,208,,,,,,1,0
334,u/s1/bnd_i_reg[1][24],FDRE,SLICE_X59Y104,SLICEL.CFF,SLICE_X59Y104,CLBLM_L_X40Y104,171,208,,,,,,1,0
335,u/s1/bnd_i_reg[1][25],FDRE,SLICE_X58Y103,SLICEM.BFF,SLICE_X58Y103,CLBLM_L_X40Y103,169,206,,,,,,1,0
336,u/s1/bnd_i_reg[1][26],FDRE,SLICE_X58Y104,SLICEM.CFF,SLICE_X58Y104,CLBLM_L_X40Y104,169,208,,,,,,1,0
337,u/s1/bnd_i_reg[1][27],FDRE,SLICE_X58Y103,SLICEM.CFF,SLICE_X58Y103,CLBLM_L_X40Y103,169,206,,,,,,1,0
